rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id
313	C10H16O3	[M - H2O - H]-	C10H14O2	41.966551873185864	38.73393605758873	3.2326158155971387	8	0.8908970622075633	1.67641953268233	2.8921056058529464	-109092.1145421024		165.09239	600.95	356_LimoneneNegative_359
314	C10H14O7	[M - H]-	C10H14O7	41.62764572874649	38.420059469944384	3.2075862588020994	9	0.8756890116366411	1.599777037660069	2.209673620597757	0.05575662096412327		245.06669	290.48	252_LimoneneNegative_255
315	C11H20O7	[M - H2O - H]-	C11H18O6	41.39870313296039	37.87597703572463	3.52272609723576	11	1.0	0.6062839052291279	1.9340732577918387	-73481.56238071373		245.10307	159.27	143_LimoneneNegative_144
316	C5H8O3	[M - H]-	C5H8O3	41.38084004808203	36.67499314221838	4.705846905863646	6	0.9119067162377478	-4.242772078710619	4.242772078710619	2.8019384369958424		115.04039	81.17	53_LimoneneNegative_53
317	C10H18O5	[M - H]-	C10H18O5	41.06468753090924	37.89954775868826	3.1651397722209818	9	1.0	0.6852257368815067	4.682785681522275	0.9800455890491425		217.10836	409.83	293_LimoneneNegative_296
318	C17H24O9	[M - H]-	C17H24O9	40.75985531286529	37.33080146527767	3.429053847587615	15	0.8861554526079549	2.7663356850129173	3.10479111396332	0.14578015618083062		371.13481	420.34	305_LimoneneNegative_308
319	C17H26O4	[M - H]-	C17H26O4	40.57021434575067	36.86908085429253	3.7011334914581457	16	0.9391312059882579	0.8288486653882241	0.9559631079632598	0.7747566105644961		293.17606	1097.66	458_LimoneneNegative_461
320	C6H10O2	[M - H]-	C6H10O2	40.04165306301762	37.29920510373621	2.742447959281405	6	0.8200302120049312	-0.5457063341067626	2.6957273907611397	3.5104181676389556		113.06120	102.1	82_LimoneneNegative_83
321	C21H36O11	[M - H]-	C21H36O11	39.94972917109686	36.230718014813746	3.7190111562831185	7	0.704864920350803	-1.41826465318393	3.734371864137642	0.09602398793726089		463.21853	704.32	386_LimoneneNegative_389
322	C5H8O3	[M - H]-	C5H8O3	39.77510400851318	35.11349132305399	4.661612685459186	4	0.8284344671138891	-1.9116757935035429	3.9046748036834322	3.0627156137234524		115.04042	219.27	196_LimoneneNegative_199
323	C18H30O7	[M - H2O - H]-	C18H28O6	39.772496996640626	36.02897970040934	3.7435172962312886	12	0.9442395555296128	2.3513953142297144	2.4987330322632793	-53099.8363940636		339.18140	794.75	410_LimoneneNegative_413
324	C11H20O4	[M - H]-	C11H20O4	39.37844527485161	35.98942048021204	3.389024794639566	7	0.3755454955517997	1.9887310065997543	2.6269117991101703	0.8707892919698994		215.12907	951.13	441_LimoneneNegative_444
325	C6H10O2	[M - H]-	C6H10O2	38.78413240658387	36.121544934328604	2.662587472255268	7	0.7924667562040968	-1.6787928146771272	3.731536523939007	3.8642074908567		113.06124	231.97	210_LimoneneNegative_213
326	C6H8O2	[M - H]-	C6H8O2	38.62120476071994	35.92647453956188	2.694730221158057	7	0.9437936626746505	-1.919611773828323	2.410827085100294	3.3045555600156984		111.04552	58.01	15_LimoneneNegative_15
327	C11H18O5	[M - H]-	C11H18O5	38.57832957416559	35.04134336988807	3.536986204277525	15	1.0	2.134423567154067	2.2890880189394998	0.44859183620493587		229.10825	409.83	294_LimoneneNegative_297
328	C13H16O6	[M - H]-	C13H16O6	37.9351630201973	36.689313074258436	1.2458499459388632	7	0.9294233605627412	2.2151958031619783	2.976632092244806	-8.955125635389903		267.08502	301.05	262_LimoneneNegative_265
329	C13H16O5	[M - H]-	C13H16O5	37.83791242305471	36.45711980078556	1.380792622269147	7	0.9415356006631715	1.5733229919566116	3.9766007961253984	-9.467357415054336		251.09012	600.95	358_LimoneneNegative_361
330	C6H8O3	[M - H]-	C6H8O3	37.580456179328664	34.80242823917609	2.7780279401525765	5	0.92879552815621	-5.721271320160696	5.721271320160696	3.0882766841052076		127.04046	219.27	197_LimoneneNegative_200
331	C22H30O8	[M - H]-	C22H30O8	37.3804631827091	34.14940228865495	3.2310608940541554	16	0.9047447667146531	1.7910828522514413	2.9617378320123575	-5.63047396061536		421.18442	416.12	304_LimoneneNegative_307
332	C8H10O4	[M - H2O - H]-	C8H8O3	37.27832371567953	34.24190167271144	3.0364220429680855	10	0.9349123715555071	2.5909355225047683	3.037062113725974	-119240.566157559		151.04048	474.51	322_LimoneneNegative_325
333	C20H32O8	[M - H2O - H]-	C20H30O7	37.22957836206234	33.32462712225222	3.9049512398101247	9	0.9289239949403286	1.0591079999236723	2.378520228631747	-47247.66275114079		381.19201	777.51	405_LimoneneNegative_408
334	C16H24O10	[M - H]-	C16H24O10	37.05729508291785	33.29737596645202	3.759919116465826	6	0.9499627249813625	1.5982342542657857	2.412832581031488	-0.5078670687879254		375.12948	89.51	70_LimoneneNegative_71
335	C7H12O5	[M - H]-	C7H12O5	36.74194840416629	36.74194840416629	0.0	8	0.925860159136839	1.6614289220037661	2.975578240940261	1.5592699556915781		175.06147	138.17	120_LimoneneNegative_121
336	C19H30O5	[M - H]-	C19H30O5	36.65204953998071	32.94236989575819	3.709679644222516	6	0.7736581617435176	2.6438214714454675	2.6438214714454675	1.2526364073494365		337.20247	1131.36	462_LimoneneNegative_465
337	C5H8O3	[M - H]-	C5H8O3	36.64431664366526	31.952991049756353	4.6913255939089105	5	0.9471513090047221	-5.100978775316053	5.100978775316053	2.9757899032186135		115.04041	148.64	135_LimoneneNegative_136
338	C19H34O8	[M - H]-	C19H34O8	36.46013584336451	32.51849413287308	3.9416417104914285	7	0.9305476193640121	1.0471968110054473	2.0075864513077617	0.12436237065338912		389.21814	719.41	393_LimoneneNegative_396
339	C5H6O3	[M - H]-	C5H6O3	36.42767255470889	33.82911959386554	2.5985529608433486	7	0.8990405568022898	-5.631551383214291	5.631551383214291	3.914183928639634		113.02486	215.11	187_LimoneneNegative_190
340	C11H18O7	[M - H]-	C11H18O7	36.270017989226055	32.809807537126076	3.460210452099979	8	0.942409389220871	0.9362213285756794	2.990560878004356	0.2050421083122231		261.09803	244.94	223_LimoneneNegative_226
341	C8H12O2	[M - H]-	C8H12O2	35.68361244516713	32.66748541195322	3.0161270332139027	7	1.0	2.278806244684567	2.278806244684567	-129497.87517427		139.07686	257.73	234_LimoneneNegative_237
342	C6H13N6O2	[M - H]-	C6H13N6O2	35.659323925706715	34.525009252089255	1.1343146736174585	10	0.4472463023405558	-3.385165365925688	4.026437783622591	-7.407269987379884		200.10124	301.05	261_LimoneneNegative_264
343	C6H10O4	[M - H]-	C6H10O4	34.78452540122796	32.019792456756456	2.7647329444715036	4	0.9331375688100884	2.5368770367657874	2.5368770367657874	2.8104044654217164		145.05104	249.27	225_LimoneneNegative_228
344	C18H28O8	[M - H2O - H]-	C18H26O7	34.5489020043991	30.818590224276257	3.730311780122847	11	0.9682763724790528	0.816067749793178	1.9725029363184334	-50997.59631840627		353.16079	481.04	323_LimoneneNegative_326
345	C11H18O6	[M - H2O - H]-	C11H16O5	34.46450006173496	31.25592627164791	3.2085737900870526	7	0.8823776718231939	1.343581097515979	2.0895733331930106	-79307.7960405419		227.09283	426.87	306_LimoneneNegative_309
346	C21H36O6	[M - H]-	C21H36O6	34.23925234706729	30.4093562220064	3.8298961250608916	5	0.5787425273435887	3.195378936103637	3.195378936103637	0.30680214536567474		383.24403	1015.0	452_LimoneneNegative_455
347	C17H26O7	[M - H]-	C17H26O7	33.93776195825915	30.078280634223972	3.859481324035181	15	0.8841879847204539	1.0431422700568078	1.376225377593597	0.12686133162565513		341.16062	547.17	342_LimoneneNegative_345
348	C8H10O2	[M - H]-	C8H10O2	33.822773699075896	30.78236577504669	3.040407924029207	7	0.8483487339828593	0.9529276909975429	2.7425131849000715	2.6768492530725507		137.06117	215.11	188_LimoneneNegative_191
349	C17H32O4	[M - H]-	C17H32O4	33.431659598128384	29.837316472464327	3.5943431256640572	4	0.9230826189261682	2.122767530207814	2.122767530207814	0.6247785406169541		299.22297	1426.51	493_LimoneneNegative_496
350	C12H20O5	[M - H]-	C12H20O5	33.28166482814311	29.7567555206072	3.5249093075359066	6	0.9288906093929965	0.8103654390034556	2.3100826572524555	0.6281244219986339		243.12395	444.17	311_LimoneneNegative_314
351	C21H36O6	[M - H]-	C21H36O6	33.13296910995925	29.36494701572057	3.7680220942386766	7	0.8607848952428994	1.9235977708120862	1.9235977708120862	0.5155463199972902		383.24411	977.35	447_LimoneneNegative_450
352	C6H10O2	[M - H]-	C6H10O2	33.102493199764325	30.429127546169948	2.673365653594376	5	0.8038844937320682	0.7004300568216663	3.6165549908768546	3.7757601834897168		113.06123	167.73	154_LimoneneNegative_155
353	C13H16O7	[M - H]-	C13H16O7	33.1017074471244	32.34042764850068	0.7612797986237207	6	0.9356787696577243	1.1863730402205928	3.1422426791666376	-8.359475214775605		283.07996	215.11	193_LimoneneNegative_196
354	C8H14O2	[M - H2O - H]-	C8H12O	33.094496911619046	30.090739167614412	3.0037577440046355	6	0.9752271686214353	2.2286317373284095	2.2286317373284095	-146326.61165325684		123.08194	515.38	329_LimoneneNegative_332
355	C4H13N2O6	[M - H]-	C4H13N2O6	33.08250807226643	33.08250807226643	0.0	9	0.1672149934344037	-4.936821006404732	4.936821006404732	-0.62304518999144		184.06997	257.73	236_LimoneneNegative_239
356	C9H8O4	[M - H]-	C9H8O4	32.99127620468091	29.85920598983453	3.132070214846379	5	0.888845900878245	2.4808485772400544	2.4808485772400544	2.221438525347254		179.03538	457.2	318_LimoneneNegative_321
357	C5H8O3	[M - H]-	C5H8O3	32.324041826212074	29.68536163719685	2.6386801890152243	4	0.75992912244277	-1.8872949871193716	3.990564675676488	3.2365669893965285		115.04044	171.96	158_LimoneneNegative_160
358	C6H10O3	[M - H]-	C6H10O3	32.21975464421235	29.525840873399538	2.6939137708128134	6	1.0	-1.084519512258088	3.577388862203641	3.5044592642858508		129.05617	184.95	168_LimoneneNegative_170
359	C15H24O6	[M - H]-	C15H24O6	32.20077936717799	28.56669425169425	3.634085115483734	8	0.9403460278865687	1.5364049406151787	2.592487457077125	0.5280427906499683		299.15017	435.45	309_LimoneneNegative_312
360	C15H20N6O8	[M - H]-	C15H20N6O8	31.917479082843755	28.406839084035205	3.5106399988085513	10	0.9607949813277451	2.531988906377832	2.885218694862857	0.49826938124906983		411.12719	144.45	132_LimoneneNegative_133
361	C21H36O7	[M - H]-	C21H36O7	31.88388015436018	28.235355385966407	3.648524768393773	4	0.6175549056498334	3.26760720726639	3.26760720726639	0.03246199829619908		399.23884	894.46	429_LimoneneNegative_432
362	C5H8O3	[M - H]-	C5H8O3	30.978711845229796	28.334304863538694	2.6444069816911013	4	0.9162064654967801	-1.7542001370121931	4.046649920452433	3.2365669893965285		115.04044	161.39	145_LimoneneNegative_146
363	C9H16O	[M - H]-	C9H16O	30.821287859513728	25.892947932548136	4.928339926965591	4	0.8381025880051651	-1.1920925125207606	4.365152132494605	2.741077307778707		139.11322	600.95	355_LimoneneNegative_358
364	C12H16O6	[M - H]-	C12H16O6	30.3967657174963	26.826476469548677	3.570289247947625	8	0.9576412537354924	2.169123617294206	2.169123617294206	0.9730776101953257		255.08766	538.72	334_LimoneneNegative_337
365	C21H36O9	[M - H]-	C21H36O9	30.284965516735113	26.35397837274282	3.9309871439922937	5	0.8834444627738547	2.112186616958464	3.0167180913895617	0.2869012836480159		431.22878	1046.04	455_LimoneneNegative_458
366	C14H18N6O8	[M - H]-	C14H18N6O8	30.12557223347813	24.260659707700928	5.864912525777204	15	0.9373738787603084	2.943885642347544	3.2932543929590277	0.16347073022035186		397.11140	138.17	123_LimoneneNegative_124
367	C20H32O6	[M - H]-	C20H32O6	29.83657715203676	26.105349009215114	3.731228142821646	4	0.7081782536870808	0.7594534805484602	0.7594534805484602	0.26608036145271086		367.21271	1059.51	456_LimoneneNegative_459
368	C6H10O2	[M - H]-	C6H10O2	29.64755856130288	26.922862905921985	2.7246956553808963	4	0.5665986226504227	-2.9094895141690444	4.602040563164214	3.8642074908567		113.06124	131.92	113_LimoneneNegative_114
369	C17H26O7	[M - H]-	C17H26O7	29.586604789254736	26.052006887846776	3.534597901407961	8	0.9480362869971595	1.7751736722145082	2.635311570134184	0.3320432097415191		341.16069	564.35	348_LimoneneNegative_351
370	C4H6O4	[M - H]-	C4H6O4	28.98047998160541	24.383430234431962	4.597049747173446	3	0.9463924127308287	1.176299396917457	2.9377973200500045	2.9719795040955574		117.01968	62.24	26_LimoneneNegative_26
371	C7H12O2	[M - H]-	C7H12O2	28.884589969575234	25.98077425211377	2.9038157174614656	6	0.9128753070625897	-1.4873747365483276	2.4274088652501695	3.1227410069557604		127.07685	223.43	206_LimoneneNegative_209
372	C11H20O7	[M - H]-	C11H20O7	28.346874469295358	24.778990025623397	3.5678844436719617	5	0.8214299403951932	2.3878455235505736	2.3878455235505736	0.013196163781495162		263.11363	159.27	144_LimoneneNegative_145
373	C7H10O3	[M - H2O - H]-	C7H8O2	28.191330336903675	25.57180173198944	2.619528604914238	6	0.9657057208722638	1.095461065130949	2.2750819450515403	-146369.9233975502		123.04555	72.77	43_LimoneneNegative_43
374	C12H14O5	[M - H]-	C12H14O5	27.877828554790284	26.746587511884062	1.131241042906222	4	0.9084344020123049	2.459200960291102	3.3771369574348715	-9.183165411325344		237.07467	922.71	435_LimoneneNegative_438
375	C13H16O7	[M - H]-	C13H16O7	27.799291939422144	26.558381806487514	1.2409101329346315	6	0.9301757521596665	1.188092264508708	3.731957924386415	-8.430127226344677		283.07994	253.48	232_LimoneneNegative_235
376	C8H14O2	[M - H]-	C8H14O2	27.756804308689492	24.808660371164457	2.948143937525035	6	1.0	0.6806205508664491	2.8420904998096015	3.4499621173502244		141.09259	366.35	282_LimoneneNegative_285
377	C8H10O4	[M - H2O - H]-	C8H8O3	27.210240793380546	24.185149868732072	3.025090924648475	4	0.9016895926770397	2.524728263720607	2.524728263720607	-119240.7143616318		151.04046	758.08	401_LimoneneNegative_404
378	C19H32O7	[M - H2O - H]-	C19H30O6	27.203851882362404	23.455150576082712	3.748701306279693	8	0.8052069075977751	1.7679696021494484	1.7679696021494484	-50992.478086980555		353.19713	831.44	416_LimoneneNegative_419
379	C8H12O4	[M - H2O - H]-	C8H10O3	27.044035194476194	24.00827294503544	3.035762249440755	5	0.8867612187374168	3.548222786970711	3.548222786970711	-117670.5377218865		153.05609	140.25	125_LimoneneNegative_126
380	C17H28O7	[M - H]-	C17H28O7	27.01178809830584	23.24923170034104	3.7625563979648007	10	0.8513696758720488	1.2884589761833196	1.8814483081401299	0.24248786449984056		343.17631	663.47	375_LimoneneNegative_378
381	C7H6O3	[M - H]-	C7H6O3	26.920203891162338	24.046754140409455	2.8734497507528824	3	0.9062052163943825	2.8272259941949764	2.8272259941949764	2.790736352529772		137.02480	511.23	326_LimoneneNegative_329
382	C6H10O4	[M - H]-	C6H10O4	26.88581790278453	24.108739401978195	2.7770785008063354	4	0.946042011008232	2.3646466772602674	2.3646466772602674	2.7414634044783406		145.05103	197.82	176_LimoneneNegative_179
383	C12H23NO3	[M - H]-	C12H23NO3	26.78645790535821	23.30495522488704	3.4815026804711695	8	0.8981782255287937	1.1631165102519685	1.1631165102519685	0.75760680140657		228.16069	907.5	432_LimoneneNegative_435
384	C7H12O2	[M - H]-	C7H12O2	26.723836931980358	26.723836931980358	0.0	5	0.8382559505261391	-1.4107846648025986	1.4107846648025986	3.280125569162306		127.07687	234.1	218_LimoneneNegative_221
385	C10H19ClO5	[M - H]-	C10H19ClO5	26.606737378404013	17.70801452398429	8.898722854419725	7	0.9604186460659905	1.9208974255660476	2.8687851416384573	0.6126957456543113		253.08498	318.27	269_LimoneneNegative_272
386	C14H22O8	[M - H2O - H]-	C14H20O7	26.30965967502716	22.687505301514083	3.6221543735130757	15	0.9206485145590928	1.2042400262174722	1.7765400766673474	-60212.61144851149		299.11377	368.56	283_LimoneneNegative_286
387	C13H16O7	[M - H]-	C13H16O7	25.7106686255945	23.731484846541466	1.979183779053033	5	0.8851220982815797	0.9104916016606205	3.127346445217566	-8.465453235973365		283.07993	191.42	171_LimoneneNegative_173
388	C9H14O2	[M - H2O - H]-	C9H12O	25.158142727414297	22.136698914130584	3.021443813283713	5	0.6911624723259072	3.8099595720646944	3.8099595720646944	-133327.0203977514		135.08202	281.88	247_LimoneneNegative_250
389	C8H12O3	[M - H2O - H]-	C8H10O2	24.88418007411132	24.88418007411132	0.0	5	0.8304277255789498	1.7559159555608084	1.7559159555608084	-131402.79205237547		137.06115	163.53	148_LimoneneNegative_149
390	C9H15ClO5	[M - H]-	C9H15ClO5	24.60751856158373	17.837219336032994	6.770299225550737	4	0.9093804719419663	2.4836114844646575	2.4836114844646575	0.5703016377779148		237.05366	146.54	134_LimoneneNegative_135
391	C6H10O4	[M - H]-	C6H10O4	24.454652867255437	21.673840188658872	2.7808126785965657	4	0.9239183232886571	2.2523546680068742	2.4173976835090487	2.8104044654217164		145.05104	268.68	242_LimoneneNegative_245
392	C5H8O4	[M - H2O - H]-	C5H6O3	24.27953192853494	21.709235421044685	2.5702965074902564	6	0.8899255107308799	-2.1311658269844562	3.7903178434010756	-159346.76203841096		113.02484	55.88	10_LimoneneNegative_10
393	C21H36O7	[M - H]-	C21H36O7	24.27700844771747	20.44794256226539	3.8290658854520796	4	0.7965363355139714	0.7839663408287967	2.8626150765135563	0.13265263783064676		399.23888	968.73	445_LimoneneNegative_448
394	C18H36O3	[M - H]-	C18H36O3	24.212781711551248	18.24209995083332	5.970681760717925	3	0.8950656284760845	1.7860839524151275	1.7860839524151275	0.5060497049054843		299.25932	1484.85	502_LimoneneNegative_505
395	C13H25NO3	[M - H]-	C13H25NO3	24.105117059646364	20.560964783695205	3.5441522759511583	5	0.829101312025254	1.2213907450735042	1.2213907450735042	1.1677109419962775		242.17645	1017.2	453_LimoneneNegative_456
396	C16H32O3	[M - H]-	C16H32O3	24.07043268388808	20.34690951855937	3.723523165328708	4	0.49235624529503735	1.1557839537532568	1.5528871822672548	0.9643840799009322		271.22813	1424.28	492_LimoneneNegative_495
397	C7H8O3	[M - H]-	C7H8O3	24.042782674683185	21.192269298973333	2.850513375709851	4	0.9340342478956499	0.8221472294224188	2.158689148787383	3.1813468648228556		139.04051	202.19	179_LimoneneNegative_182
398	C12H14O7	[M - H]-	C12H14O7	23.95618026713541	22.25633865707491	1.6998416100604976	7	0.9803767796201179	1.6655499506178715	3.2415741045669852	-8.757519055070631		269.06432	119.07	108_LimoneneNegative_109
399	C15H30O5S	[M - H]-	C15H30O5S	23.67269292340351	17.739661323196206	5.933031600207304	4	0.9831058142443625	-0.9755556885805718	2.8414348459884495	0.4713705444567553		321.17427	1352.77	475_LimoneneNegative_478
400	C3H9N9O2	[M - H]-	C3H9N9O2	23.51192599208896	23.51192599208896	0.0	7	0.11862914227557189	-1.1864620761682525	1.1864620761682525	-0.9603893371866368		202.08045	298.95	258_LimoneneNegative_261
401	C11H18O7	[M - H2O - H]-	C11H16O6	23.2449586273248	19.823248344844014	3.4217102824807846	9	0.9227782423504444	1.0812093663094349	1.9075803847954786	-74090.59678396209		243.08748	268.68	243_LimoneneNegative_246
402	C20H32O12	[M - H]-	C20H32O12	22.88908424960668	19.102216772432854	3.7868674771738258	5	0.802073640036742	3.5208397564240785	3.5208397564240785	0.30223112732556134		463.18224	176.24	165_LimoneneNegative_167
403	C8H12O	[M - H]-	C8H12O	22.773996193633334	22.773996193633334	0.0	4	0.7856511655886856	-1.1632284558283574	2.7000178068268355	3.91160374634342		123.08202	542.94	335_LimoneneNegative_338
404	C12H24O3	[M - H]-	C12H24O3	22.738333398403725	16.94948973040207	5.788843668001655	2	0.8654561819535076	1.7560870437916483	1.7560870437916483	0.5661881335564426		215.16539	1196.89	463_LimoneneNegative_466
404	C12H24O3	[M - H]-	C12H24O3	22.709384003997904	16.93365397136833	5.775730032629573	2	0.8973519145003096	1.7828693192804115	1.7828693192804115	0.6126639811662015		215.16540	1099.78	459_LimoneneNegative_462
405	C19H28N6O8	[M - H]-	C19H28N6O8	22.68016488114876	19.167522060379426	3.512642820769332	6	0.7062232112773176	-3.557813523342566	3.557813523342566	0.5021429846068378		467.18982	944.63	440_LimoneneNegative_443
406	C9H16O2	[M - H]-	C9H16O2	22.48645826406502	22.48645826406502	0.0	4	0.8219258815303165	0.9017484814671851	3.3652615531871737	2.9443966283437284		155.10821	944.63	437_LimoneneNegative_440
407	C6H10O3	[M - H2O - H]-	C6H8O2	22.098278663546843	19.293857841474946	2.8044208220718967	6	0.9999999999999998	-0.6200774327888974	1.847366073938516	-162187.73140658048		111.04550	85.33	56_LimoneneNegative_57
408	C18H30O3S	[M - H]-	C18H30O3S	21.65222846634434	13.441118743489454	8.211109722854886	10	0.9095518001469508	0.40511695906669587	0.8009741537520171	0.5862275180147691		325.18448	1415.49	489_LimoneneNegative_492
409	C12H14O5	[M - H]-	C12H14O5	21.624961299572412	19.848764491361447	1.7761968082109643	3	0.8712855198748807	2.147671153274819	2.617031105072781	-9.056621855625453		237.07470	885.73	427_LimoneneNegative_430
410	C8H14O2	[M - H]-	C8H14O2	21.386042247502616	21.386042247502616	0.0	3	1.0	-0.907491335626839	3.766490531433749	3.5917124968145058		141.09261	396.84	291_LimoneneNegative_294
411	C8H14O2	[M - H2O - H]-	C8H12O	21.31690190620666	18.551280621123198	2.7656212850834634	4	0.5587213303399181	3.7084879112155376	3.7084879112155376	-146326.23911241486		123.08198	187.11	169_LimoneneNegative_171
412	C17H28O3S	[M - H]-	C17H28O3S	21.292514193728962	13.293446194190663	7.999067999538299	10	0.8862060216508792	1.0668515888806094	1.3139213257802056	0.9342066720179076		311.16893	1359.34	478_LimoneneNegative_481
413	C11H18O3	[M - H]-	C11H18O3	21.27251431820399	18.273120797978017	2.999393520225973	8	0.8790643727044269	2.0574409748292126	2.4013372612055717	1.7350771893969656		197.11866	779.67	406_LimoneneNegative_409
414	C7H6O4	[M - H]-	C7H6O4	20.73978206422416	20.73978206422416	0.0	3	0.8864542848040777	2.7955872530356953	2.7955872530356953	2.7955872530356953		153.01976	212.99	185_LimoneneNegative_188
415	C20H32O6	[M - H]-	C20H32O6	20.574656859178635	16.740574309009943	3.8340825501686906	3	0.7238781566786158	-1.778712180903073	2.9563247436999585	0.32054468975838		367.21273	1108.74	460_LimoneneNegative_463
416	C11H12N2O6	[M - H]-	C11H12N2O6	20.526589357082464	20.526589357082464	0.0	4	0.5718406449874336	2.8045731113023127	2.8045731113023127	7.11569867908879		267.06416	176.24	163_LimoneneNegative_165
417	C9H16O2	[M - H2O - H]-	C9H14O	20.34131233446758	18.860632791657043	1.4806795428105397	4	0.5134042046176658	0.393832839569682	2.38796515141493	-131367.88085263566		137.09754	416.12	298_LimoneneNegative_301
418	C16H22N6O8	[M - H]-	C16H22N6O8	19.840289837021754	16.816713966752612	3.0235758702691427	6	0.8769081707329641	0.6258924907491916	1.1137565310808923	0.5522569167201935		425.14287	144.45	133_LimoneneNegative_134
419	C12H14O6	[M - H]-	C12H14O6	19.749921297254566	18.28892176816221	1.4609995290923548	6	0.957855550536914	1.2530373537771227	3.102116133232623	-8.818587956676604		253.06953	431.17	308_LimoneneNegative_311
420	C16H30O3	[M - H]-	C16H30O3	19.74344357555278	15.94608648874939	3.7973570868033915	6	0.8296468069925081	0.4588923691909124	0.626254320820676	0.7489702391128574		269.21242	1406.6	487_LimoneneNegative_490
421	C6H8O2	[M - H]-	C6H8O2	19.52422373024549	16.721567269392374	2.8026564608531164	4	1.0	-0.6981617959808761	2.523243534674209	3.3946084145305857		111.04553	219.27	195_LimoneneNegative_198
422	C16H26O3S	[M - H]-	C16H26O3S	19.21309515315274	14.205385984713269	5.007709168439471	10	0.8966533982013858	1.470086039988466	1.797645455803791	0.6083061156181448		297.15317	1303.04	469_LimoneneNegative_472
423	C12H14O7	[M - H]-	C12H14O7	19.169656614454397	17.511333375517225	1.6583232389371705	6	0.9517479116359635	1.2639718267536595	2.143090947279189	-8.980516065042108		269.06426	144.45	130_LimoneneNegative_131
424	C3H4O4	[M - H]-	C3H4O4	19.123509938648297	14.561408869074072	4.562101069574226	2	0.9783874218513048	-3.3769176477548957	5.2976617064848845	1.9207440587299889		103.00388	47.32	1_LimoneneNegative_1
425	C17H24O6	[M - H]-	C17H24O6	18.804454746643938	18.804454746643938	0.0	4	0.8155276576345337	2.551105701904322	2.551105701904322	0.7363883847083686		323.15025	1122.31	461_LimoneneNegative_464
426	C17H26O6	[M - H]-	C17H26O6	18.552731720005962	15.464406115805891	3.08832560420007	6	0.7056029094215251	-0.07820695356665808	2.1932047222135047	0.5471057185294185		325.16584	534.5	333_LimoneneNegative_336
427	C7H10O3	[M - H2O - H]-	C7H8O2	18.360107128284476	15.51859154758694	2.8415155806975356	6	1.0	3.3423928476272806	3.3423928476272806	-146369.36439999315		123.04561	326.9	274_LimoneneNegative_277
428	C15H22O7	[M - H]-	C15H22O7	18.052214599898143	14.495516493538682	3.5566981063594607	11	1.0000000000000002	0.8078536626102379	2.7737797911933613	0.8412112462305934		313.12954	411.94	296_LimoneneNegative_299
429	C9H15ClO5	[M - H]-	C9H15ClO5	17.79074505121917	17.79074505121917	0.0	4	0.9322345108066133	2.4581480164715352	2.4581480164715352	0.6968551745402051		237.05369	165.63	152_LimoneneNegative_153
430	C6H10O3	[M - H2O - H]-	C6H8O2	17.584093726168206	17.584093726168206	0.0	3	1.0	1.0657919164671605	2.2027424973036167	-162187.5220892247		111.04552	110.57	93_LimoneneNegative_94
431	C8H14O	[M - H]-	C8H14O	17.56540578618226	14.52895493444505	3.03645085173721	5	0.8148950761212455	3.2412603942210683	3.250330867002563	3.0486930365243032		125.09757	885.73	425_LimoneneNegative_428
432	C8H16N2O5S	[M - H]-	C8H16N2O5S	17.112001203317025	14.93214762119342	2.179853582123604	3	0.4539172386785167	1.2885858299297175	1.2885858299297175	-5.879493280140381		251.06924	114.81	99_LimoneneNegative_100
433	C20H32O9	[M - H2O - H]-	C20H30O8	17.076368882733355	17.076368882733355	0.0	8	0.731928989554122	1.3624979281074399	1.3624979281074399	-45345.59340825205		397.18669	682.83	381_LimoneneNegative_384
434	C14H18N6O8	[M - H]-	C14H18N6O8	16.90111512087269	13.568738702772265	3.3323764181004245	5	0.9691349279727998	1.6672352600547853	1.6672352600547853	0.11310703443068783		397.11138	89.51	71_LimoneneNegative_72
435	C8H10O3	[M - H2O - H]-	C8H8O2	16.81295683879415	14.076789223787525	2.7361676150066243	5	0.8195554712147449	2.152031733407811	2.152031733407811	-133362.98055634566		135.04563	370.73	284_LimoneneNegative_287
436	C16H30O3	[M - H]-	C16H30O3	16.755205485739857	13.154745387730518	3.600460098009339	5	0.8778382358957576	-6.096254897608384	6.096254897608384	0.7861155985788005		269.21243	1435.51	494_LimoneneNegative_497
437	C16H32O3	[M - H]-	C16H32O3	16.65885986129351	13.103575101122754	3.5552847601707565	2	0.8924587237840249	-4.092406291039145	4.887191578081	0.8537761778936487		271.22810	1514.15	505_LimoneneNegative_508
438	C15H24O4	[M - H]-	C15H24O4	16.004869079673988	12.251949778701974	3.7529193009720143	4	0.5867088142321546	1.0262444451487829	1.0262444451487829	0.5509953162737732		267.16033	898.78	430_LimoneneNegative_433
439	C16H30O3	[M - H]-	C16H30O3	15.945313698612644	12.171085090779254	3.7742286078333893	5	0.8674317372378314	0.7303975583450517	0.8297218417038926	0.7489702391128574		269.21242	1469.17	499_LimoneneNegative_502
